	0.000000	0.000000	0.000000	0.000000	0.630000	0.000000	0.310000	0.630000	0.310000	0.630000	0.310000	0.310000	0.310000	0.000000	0.000000	0.310000	0.000000	0.000000	3.180000	0.000000	0.310000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137000	0.000000	0.137000	0.000000	0.000000	3.537000	40.000000	191.000000	1.000000
	0.000000	0.000000	0.000000	0.000000	1.850000	0.000000	0.000000	1.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.223000	0.000000	0.000000	0.000000	0.000000	3.000000	15.000000	54.000000	1.000000
	0.000000	0.000000	0.000000	0.000000	1.920000	0.000000	0.000000	0.000000	0.000000	0.640000	0.960000	1.280000	0.000000	0.000000	0.000000	0.960000	0.000000	0.320000	3.850000	0.000000	0.640000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054000	0.000000	0.164000	0.054000	0.000000	1.671000	4.000000	112.000000	1.000000
	0.060000	0.120000	0.770000	0.000000	0.190000	0.320000	0.380000	0.000000	0.060000	0.000000	0.000000	0.640000	0.250000	0.000000	0.120000	0.000000	0.000000	0.120000	1.670000	0.060000	0.710000	0.000000	0.190000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060000	0.000000	0.000000	0.000000	0.000000	0.040000	0.030000	0.000000	0.244000	0.081000	0.000000	1.729000	43.000000	749.000000	1.000000
	0.000000	0.000000	0.250000	0.000000	0.380000	0.250000	0.250000	0.000000	0.000000	0.000000	0.120000	0.120000	0.120000	0.000000	0.000000	0.000000	0.000000	0.000000	1.160000	0.000000	0.770000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022000	0.044000	0.000000	0.663000	0.000000	0.000000	1.243000	11.000000	184.000000	1.000000
	0.000000	0.000000	1.420000	0.000000	0.710000	0.350000	0.000000	0.350000	0.000000	0.710000	0.000000	0.350000	0.000000	0.000000	0.000000	5.350000	0.000000	0.000000	3.210000	0.000000	2.850000	0.000000	0.350000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102000	0.000000	0.357000	0.000000	0.000000	1.971000	24.000000	205.000000	1.000000
	0.000000	0.420000	0.420000	0.000000	1.270000	0.000000	0.420000	0.000000	0.000000	1.270000	0.000000	0.000000	0.000000	0.000000	0.000000	1.270000	0.000000	0.000000	1.700000	0.420000	1.270000	0.000000	0.000000	0.420000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.270000	0.000000	0.000000	0.420000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063000	0.000000	0.572000	0.063000	0.000000	5.659000	55.000000	249.000000	1.000000
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.110000	0.000000	0.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.975000	0.370000	0.000000	35.460999	95.000000	461.000000	1.000000
	0.000000	0.630000	0.000000	0.000000	1.590000	0.310000	0.000000	0.000000	0.310000	0.000000	0.000000	0.630000	0.000000	0.000000	1.270000	0.630000	0.310000	3.180000	2.220000	0.000000	1.910000	0.000000	0.310000	0.630000	0.000000	0.000000	0.000000	0.310000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.590000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.275000	0.000000	0.055000	0.496000	0.000000	3.509000	91.000000	186.000000	1.000000
	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.729000	0.000000	0.729000	0.000000	0.000000	3.833000	9.000000	23.000000	1.000000
